trackid,numtrajpoints,lastupdatetime
18124502,0,2018-01-12 18:12:45.615526
18124503,0,2018-01-12 18:12:45.962523
18124600,0,2018-01-12 18:12:46.350239
18124601,0,2018-01-12 18:12:46.732221
18124602,0,2018-01-12 18:12:46.866039
18124700,0,2018-01-12 18:12:47.814957
18124701,0,2018-01-12 18:12:47.948722
18124800,0,2018-01-12 18:12:48.60289
18124801,0,2018-01-12 18:12:48.743102
18124804,0,2018-01-12 18:12:49.046866
18124803,0,2018-01-12 18:12:49.046866
18124802,0,2018-01-12 18:12:49.046866
18124900,0,2018-01-12 18:12:49.18739
18124901,0,2018-01-12 18:12:49.959351
18125000,0,2018-01-12 18:12:50.288952
18125100,0,2018-01-12 18:12:51.886266
18125200,0,2018-01-12 18:12:52.233492
18125201,0,2018-01-12 18:12:52.60834
18125400,0,2018-01-12 18:12:54.394859
18125800,0,2018-01-12 18:12:58.706171
18125901,0,2018-01-12 18:12:59.801042
18125902,0,2018-01-12 18:13:00.168139
18130100,0,2018-01-12 18:13:01.534656
18130301,0,2018-01-12 18:13:03.678362
18130300,0,2018-01-12 18:13:03.678362
18130400,0,2018-01-12 18:13:04.320895
18130401,0,2018-01-12 18:13:05.058154
18141101,0,2018-01-12 18:14:12.035305
18131400,28,2018-01-12 18:13:23.234901
18124500,33,2018-01-12 18:13:14.327722
18131401,0,2018-01-12 18:13:14.429707
18132301,0,2018-01-12 18:13:23.932701
18141800,5,2018-01-12 18:14:20.80963
18134801,0,2018-01-12 18:13:48.940747
18141200,20,2018-01-12 18:14:21.384001
18135500,22,2018-01-12 18:13:58.20991
18140300,3,2018-01-12 18:14:03.543417
18135800,32,2018-01-12 18:14:03.543417
18140301,0,2018-01-12 18:14:03.743879
18140402,0,2018-01-12 18:14:04.741136
18140401,0,2018-01-12 18:14:04.741136
18141300,6,2018-01-12 18:14:13.867433
18142102,0,2018-01-12 18:14:21.513383
18141100,11,2018-01-12 18:14:13.867433
18130800,8,2018-01-12 18:13:11.815626
18142101,0,2018-01-12 18:14:21.513383
18141301,0,2018-01-12 18:14:13.958955
18135300,15,2018-01-12 18:13:55.446889
18135700,9,2018-01-12 18:13:58.899567
18134001,0,2018-01-12 18:13:40.949379
18135801,0,2018-01-12 18:13:58.974307
18133800,135,2018-01-12 18:13:55.763837
18141400,0,2018-01-12 18:14:15.005063
18134000,4,2018-01-12 18:13:41.81598
18134800,14,2018-01-12 18:13:53.290257
18125900,13,2018-01-12 18:13:12.335075
18141601,0,2018-01-12 18:14:16.506739
18131900,14,2018-01-12 18:13:21.996848
18142200,0,2018-01-12 18:14:22.433978
18125500,17,2018-01-12 18:13:12.699821
18140400,48,2018-01-12 18:14:20.80963
18142201,0,2018-01-12 18:14:22.695246
18132800,5,2018-01-12 18:13:28.63429
18132600,22,2018-01-12 18:13:28.63429
18132500,32,2018-01-12 18:13:28.63429
18132300,49,2018-01-12 18:13:28.63429
18132801,0,2018-01-12 18:13:28.742664
18133300,0,2018-01-12 18:13:33.332873
18133301,0,2018-01-12 18:13:34.040658
18132000,21,2018-01-12 18:13:22.721373
18133401,0,2018-01-12 18:13:34.742569
18133400,0,2018-01-12 18:13:34.742569
18142505,0,2018-01-12 18:14:26.172988
18133502,0,2018-01-12 18:13:35.595899
18133501,0,2018-01-12 18:13:35.595899
18140800,10,2018-01-12 18:14:09.604957
18142601,0,2018-01-12 18:14:26.525715
18142600,0,2018-01-12 18:14:26.525715
18142202,0,2018-01-12 18:14:22.783309
18133500,2,2018-01-12 18:13:37.933066
18142300,0,2018-01-12 18:14:23.61932
18142301,0,2018-01-12 18:14:23.730706
18142302,0,2018-01-12 18:14:23.851638
18142400,0,2018-01-12 18:14:24.428404
18142401,0,2018-01-12 18:14:24.65976
18142500,0,2018-01-12 18:14:25.319695
18142602,0,2018-01-12 18:14:26.825162
18141000,14,2018-01-12 18:14:11.993597
18142504,0,2018-01-12 18:14:25.869078
18142700,0,2018-01-12 18:14:27.715928
18142800,0,2018-01-12 18:14:28.194584
18142503,0,2018-01-12 18:14:25.869078
18142502,0,2018-01-12 18:14:25.869078
18142100,2,2018-01-12 18:14:21.384001
18141900,11,2018-01-12 18:14:21.384001
18141600,11,2018-01-12 18:14:21.384001
18141500,11,2018-01-12 18:14:21.384001
18141302,11,2018-01-12 18:14:21.384001
18142501,0,2018-01-12 18:14:25.869078
18142801,0,2018-01-12 18:14:28.495862
18142900,0,2018-01-12 18:14:29.208305
18142901,0,2018-01-12 18:14:29.470043
18142902,0,2018-01-12 18:14:29.810563
18142903,0,2018-01-12 18:14:30.078305
18143000,0,2018-01-12 18:14:30.463396
18143001,0,2018-01-12 18:14:30.714043
18143100,0,2018-01-12 18:14:31.320933
18143101,0,2018-01-12 18:14:31.510791
18143200,0,2018-01-12 18:14:32.732809
18143201,0,2018-01-12 18:14:32.982751
18143300,0,2018-01-12 18:14:33.76571
18143401,0,2018-01-12 18:14:34.798553
18143400,0,2018-01-12 18:14:34.798553
18143800,0,2018-01-12 18:14:38.909284
18143900,0,2018-01-12 18:14:39.559012
18144100,0,2018-01-12 18:14:41.916843
18144200,0,2018-01-12 18:14:42.345968
18144201,0,2018-01-12 18:14:42.45394
18144202,0,2018-01-12 18:14:42.496963
18144300,0,2018-01-12 18:14:43.642268
18144800,0,2018-01-12 18:14:48.182455
18144900,0,2018-01-12 18:14:49.630945
18145000,0,2018-01-12 18:14:50.35323
18145100,0,2018-01-12 18:14:51.293942
18145101,0,2018-01-12 18:14:51.77428
18145300,0,2018-01-12 18:14:53.52693
18145400,0,2018-01-12 18:14:54.541201
18145500,0,2018-01-12 18:14:55.615886
18145600,0,2018-01-12 18:14:56.416049
18145601,0,2018-01-12 18:14:56.688106
18145700,0,2018-01-12 18:14:57.638709
18150001,0,2018-01-12 18:15:00.39137
18150000,0,2018-01-12 18:15:00.39137
18150002,0,2018-01-12 18:15:00.632899
18150300,0,2018-01-12 18:15:03.42764
18150400,0,2018-01-12 18:15:04.856405
18150401,0,2018-01-12 18:15:05.103543
18150500,0,2018-01-12 18:15:05.877316
18150603,0,2018-01-12 18:15:06.495512
18150602,0,2018-01-12 18:15:06.495512
18150601,0,2018-01-12 18:15:06.495512
18150600,0,2018-01-12 18:15:06.495512
18150701,0,2018-01-12 18:15:07.722225
18150700,0,2018-01-12 18:15:07.722225
18150702,0,2018-01-12 18:15:07.850081
18150703,0,2018-01-12 18:15:08.010445
18150800,0,2018-01-12 18:15:08.278642
18150801,0,2018-01-12 18:15:08.383073
18150803,0,2018-01-12 18:15:08.521392
18150802,0,2018-01-12 18:15:08.521392
18150900,0,2018-01-12 18:15:10.011308
18151000,0,2018-01-12 18:15:10.491584
18151101,0,2018-01-12 18:15:11.155792
18151100,0,2018-01-12 18:15:11.155792
18151102,0,2018-01-12 18:15:11.595256
18151103,0,2018-01-12 18:15:11.852325
18151104,0,2018-01-12 18:15:11.924642
18151106,0,2018-01-12 18:15:12.144912
18151105,0,2018-01-12 18:15:12.144912
18151201,0,2018-01-12 18:15:12.562875
18151200,0,2018-01-12 18:15:12.562875
18151202,0,2018-01-12 18:15:12.810459
18151300,0,2018-01-12 18:15:13.509681
18151301,0,2018-01-12 18:15:13.817677
18151302,0,2018-01-12 18:15:14.093113
18151400,0,2018-01-12 18:15:14.358143
18151402,0,2018-01-12 18:15:14.689629
18151401,0,2018-01-12 18:15:14.689629
18151600,0,2018-01-12 18:15:16.282669
18151601,0,2018-01-12 18:15:16.773737
18151602,0,2018-01-12 18:15:16.977232
18151800,0,2018-01-12 18:15:18.358776
18151900,0,2018-01-12 18:15:19.586164
18152201,0,2018-01-12 18:15:22.938431
18152200,0,2018-01-12 18:15:22.938431
18152301,0,2018-01-12 18:15:23.140433
18152300,0,2018-01-12 18:15:23.140433
18152303,0,2018-01-12 18:15:23.703296
18152302,0,2018-01-12 18:15:23.703296
18152400,0,2018-01-12 18:15:24.883187
18152500,0,2018-01-12 18:15:25.556023
18152503,0,2018-01-12 18:15:26.056575
18152502,0,2018-01-12 18:15:26.056575
18152501,0,2018-01-12 18:15:26.056575
18152600,0,2018-01-12 18:15:26.377869
18152601,0,2018-01-12 18:15:27.061348
18152700,0,2018-01-12 18:15:27.86926
18152801,0,2018-01-12 18:15:28.86004
18152800,0,2018-01-12 18:15:28.86004
18152900,0,2018-01-12 18:15:29.67621
18153200,0,2018-01-12 18:15:32.661474
18153201,0,2018-01-12 18:15:32.866204
18153300,0,2018-01-12 18:15:33.556407
18153301,0,2018-01-12 18:15:33.976617
18153400,0,2018-01-12 18:15:34.677229
18153401,0,2018-01-12 18:15:35.088645
18153502,0,2018-01-12 18:15:35.38044
18153501,0,2018-01-12 18:15:35.38044
18153500,0,2018-01-12 18:15:35.38044
18153600,0,2018-01-12 18:15:36.441558
18153602,0,2018-01-12 18:15:36.997851
18153601,0,2018-01-12 18:15:36.997851
18153800,0,2018-01-12 18:15:38.707944
18153900,0,2018-01-12 18:15:39.596205
18154000,0,2018-01-12 18:15:40.502819
18154001,0,2018-01-12 18:15:40.685178
18154100,0,2018-01-12 18:15:41.065485
18154101,0,2018-01-12 18:15:41.38911
18154102,0,2018-01-12 18:15:41.914217
18154103,0,2018-01-12 18:15:41.984898
18154200,0,2018-01-12 18:15:42.367765
18154201,0,2018-01-12 18:15:42.465174
18154203,0,2018-01-12 18:15:42.710822
18154300,0,2018-01-12 18:15:43.286401
18154301,0,2018-01-12 18:15:43.400861
18154400,0,2018-01-12 18:15:44.207737
18154401,0,2018-01-12 18:15:44.807649
18154403,0,2018-01-12 18:15:45.014966
18154402,0,2018-01-12 18:15:45.014966
18154405,0,2018-01-12 18:15:45.098932
18154404,0,2018-01-12 18:15:45.098932
18154500,0,2018-01-12 18:15:45.335895
18154501,0,2018-01-12 18:15:45.428601
18154502,0,2018-01-12 18:15:45.492208
18154700,0,2018-01-12 18:15:47.19912
18154701,0,2018-01-12 18:15:47.312047
18154800,0,2018-01-12 18:15:48.389367
18154801,0,2018-01-12 18:15:48.671496
18154802,0,2018-01-12 18:15:49.067218
18154900,0,2018-01-12 18:15:49.368384
18154901,0,2018-01-12 18:15:49.648886
18154902,0,2018-01-12 18:15:49.691705
18155001,0,2018-01-12 18:15:50.262979
18155000,0,2018-01-12 18:15:50.262979
18155002,0,2018-01-12 18:15:50.532456
18155004,0,2018-01-12 18:15:50.652476
18155003,0,2018-01-12 18:15:50.652476
18155100,0,2018-01-12 18:15:51.330155
18155102,0,2018-01-12 18:15:51.523538
18155101,0,2018-01-12 18:15:51.523538
18155302,0,2018-01-12 18:15:53.259978
18155301,0,2018-01-12 18:15:53.259978
18155300,0,2018-01-12 18:15:53.259978
18155303,0,2018-01-12 18:15:53.486007
18155305,0,2018-01-12 18:15:53.794097
18155304,0,2018-01-12 18:15:53.794097
18155306,0,2018-01-12 18:15:54.033456
18155401,0,2018-01-12 18:15:54.417339
18155400,0,2018-01-12 18:15:54.417339
18155403,0,2018-01-12 18:15:55.119755
18155402,0,2018-01-12 18:15:55.119755
18155500,0,2018-01-12 18:15:55.412899
18155600,0,2018-01-12 18:15:56.678227
18160001,0,2018-01-12 18:16:00.317402
18160000,0,2018-01-12 18:16:00.317402
18160200,1,2018-01-12 18:16:02.789512
18155900,1,2018-01-12 18:16:02.789512
18161802,0,2018-01-12 18:16:18.800386
18160201,0,2018-01-12 18:16:02.870801
18160302,0,2018-01-12 18:16:03.30886
18160301,0,2018-01-12 18:16:03.30886
18160300,0,2018-01-12 18:16:03.30886
18160304,0,2018-01-12 18:16:03.502328
18160303,0,2018-01-12 18:16:03.502328
18160305,0,2018-01-12 18:16:03.596301
18160306,0,2018-01-12 18:16:03.791338
18160308,0,2018-01-12 18:16:03.893919
18160307,0,2018-01-12 18:16:03.893919
18160402,0,2018-01-12 18:16:04.685244
18160401,0,2018-01-12 18:16:04.685244
18160400,0,2018-01-12 18:16:04.685244
18160403,0,2018-01-12 18:16:04.994402
18160601,0,2018-01-12 18:16:06.600546
18160600,8,2018-01-12 18:16:08.003332
18161600,22,2018-01-12 18:16:18.350645
18160800,25,2018-01-12 18:16:10.882328
18160500,4,2018-01-12 18:16:07.564646
18160602,2,2018-01-12 18:16:07.395716
18163100,2,2018-01-12 18:16:31.290115
18154202,84,2018-01-12 18:16:15.508614
18161100,23,2018-01-12 18:16:13.794356
18162500,22,2018-01-12 18:16:27.987536
18161801,0,2018-01-12 18:16:18.800386
18161800,0,2018-01-12 18:16:18.800386
18162901,0,2018-01-12 18:16:30.03445
18162900,0,2018-01-12 18:16:30.03445
18163200,0,2018-01-12 18:16:32.335187
18163201,0,2018-01-12 18:16:32.542429
18164000,21,2018-01-12 18:16:42.205334
18163102,0,2018-01-12 18:16:31.38427
18163101,0,2018-01-12 18:16:31.38427
18163301,0,2018-01-12 18:16:33.597919
18163500,12,2018-01-12 18:16:36.97887
18163202,9,2018-01-12 18:16:36.19503
18163400,10,2018-01-12 18:16:36.333926
18163300,2,2018-01-12 18:16:35.508763
18155200,212,2018-01-12 18:16:36.333926
18164200,4,2018-01-12 18:16:42.930357
18191101,0,2018-01-12 18:19:12.097887
18183800,120,2018-01-12 18:18:50.018235
18191100,0,2018-01-12 18:19:12.097887
18191201,0,2018-01-12 18:19:12.195981
18191200,0,2018-01-12 18:19:12.195981
18184600,34,2018-01-12 18:18:50.194342
18174000,11,2018-01-12 18:17:42.157069
18191203,0,2018-01-12 18:19:12.28961
18173300,12,2018-01-12 18:17:42.245486
18174400,1,2018-01-12 18:17:44.981186
18174401,0,2018-01-12 18:17:45.064213
18164700,14,2018-01-12 18:16:48.81132
18191202,0,2018-01-12 18:19:12.28961
18175101,0,2018-01-12 18:17:51.250713
18191204,0,2018-01-12 18:19:12.585369
18172600,25,2018-01-12 18:17:28.610646
18191301,0,2018-01-12 18:19:13.399577
18191300,0,2018-01-12 18:19:13.399577
18191500,0,2018-01-12 18:19:15.48199
18191600,0,2018-01-12 18:19:16.172106
18191700,0,2018-01-12 18:19:17.560266
18184800,22,2018-01-12 18:18:51.080319
18183700,23,2018-01-12 18:18:40.09158
18165200,4,2018-01-12 18:16:52.760872
18165100,13,2018-01-12 18:16:52.760872
18165202,0,2018-01-12 18:16:52.801772
18165201,0,2018-01-12 18:16:52.801772
18165203,0,2018-01-12 18:16:52.943712
18165204,0,2018-01-12 18:16:53.136127
18165300,0,2018-01-12 18:16:54.055156
18165400,0,2018-01-12 18:16:54.561064
18165500,0,2018-01-12 18:16:55.104425
18165501,0,2018-01-12 18:16:55.33939
18165502,0,2018-01-12 18:16:55.408024
18165503,0,2018-01-12 18:16:55.922568
18165505,0,2018-01-12 18:16:56.033401
18165504,0,2018-01-12 18:16:56.033401
18165600,0,2018-01-12 18:16:56.416199
18165601,0,2018-01-12 18:16:56.629266
18165700,0,2018-01-12 18:16:57.246818
18165701,0,2018-01-12 18:16:57.718657
18165702,0,2018-01-12 18:16:58.033436
18165800,0,2018-01-12 18:16:58.639891
18165801,0,2018-01-12 18:16:58.841501
18165900,0,2018-01-12 18:16:59.209368
18165901,0,2018-01-12 18:16:59.674674
18165902,0,2018-01-12 18:16:59.925821
18170000,0,2018-01-12 18:17:00.243227
18170300,0,2018-01-12 18:17:03.365367
18170303,0,2018-01-12 18:17:03.573721
18170302,0,2018-01-12 18:17:03.573721
18170301,0,2018-01-12 18:17:03.573721
18170304,0,2018-01-12 18:17:03.724786
18170308,0,2018-01-12 18:17:04.008968
18170307,0,2018-01-12 18:17:04.008968
18170306,0,2018-01-12 18:17:04.008968
18170305,0,2018-01-12 18:17:04.008968
18170502,0,2018-01-12 18:17:05.162104
18170501,0,2018-01-12 18:17:05.162104
18170500,0,2018-01-12 18:17:05.162104
18170600,0,2018-01-12 18:17:06.23886
18170602,0,2018-01-12 18:17:06.527703
18170601,0,2018-01-12 18:17:06.527703
18170603,0,2018-01-12 18:17:06.85844
18170700,0,2018-01-12 18:17:07.585284
18170701,0,2018-01-12 18:17:07.760789
18170801,0,2018-01-12 18:17:08.432348
18170800,0,2018-01-12 18:17:08.432348
18170900,0,2018-01-12 18:17:09.175047
18171001,0,2018-01-12 18:17:10.150406
18171000,0,2018-01-12 18:17:10.150406
18171002,0,2018-01-12 18:17:10.543084
18171003,0,2018-01-12 18:17:10.650998
18171004,0,2018-01-12 18:17:11.136971
18171100,0,2018-01-12 18:17:11.337626
18171101,0,2018-01-12 18:17:12.066247
18172700,20,2018-01-12 18:17:29.304161
18191800,0,2018-01-12 18:19:18.290597
18185200,1,2018-01-12 18:18:52.201809
18191802,0,2018-01-12 18:19:18.3836
18182500,7,2018-01-12 18:18:26.093534
18185202,0,2018-01-12 18:18:52.31774
18185201,0,2018-01-12 18:18:52.31774
18185203,0,2018-01-12 18:18:53.113762
18191801,0,2018-01-12 18:19:18.3836
18191803,0,2018-01-12 18:19:18.726651
18191804,0,2018-01-12 18:19:18.975107
18191805,0,2018-01-12 18:19:19.071735
18191900,0,2018-01-12 18:19:20.084695
18192000,0,2018-01-12 18:19:20.574817
18192002,0,2018-01-12 18:19:21.021592
18192001,0,2018-01-12 18:19:21.021592
18171300,21,2018-01-12 18:17:16.228359
18184200,61,2018-01-12 18:18:48.59632
18192003,0,2018-01-12 18:19:21.147232
18171700,3,2018-01-12 18:17:17.643449
18171701,0,2018-01-12 18:17:17.759178
18171702,0,2018-01-12 18:17:17.936434
18171800,0,2018-01-12 18:17:18.4935
18171801,0,2018-01-12 18:17:18.679837
18171900,0,2018-01-12 18:17:19.369233
18172201,0,2018-01-12 18:17:22.1582
18172200,0,2018-01-12 18:17:22.1582
18172203,0,2018-01-12 18:17:22.289325
18192100,0,2018-01-12 18:19:21.621392
18192101,0,2018-01-12 18:19:22.114906
18183300,45,2018-01-12 18:18:37.515062
18192200,0,2018-01-12 18:19:22.557853
18192202,0,2018-01-12 18:19:22.793994
18172204,4,2018-01-12 18:17:24.227499
18172800,23,2018-01-12 18:17:31.144924
18172202,5,2018-01-12 18:17:24.344365
18192201,0,2018-01-12 18:19:22.793994
18192203,0,2018-01-12 18:19:22.889103
18192301,0,2018-01-12 18:19:23.466258
18192300,0,2018-01-12 18:19:23.466258
18192303,0,2018-01-12 18:19:23.768628
18192302,0,2018-01-12 18:19:23.768628
18172300,13,2018-01-12 18:17:25.14828
18192304,0,2018-01-12 18:19:23.888865
18175100,51,2018-01-12 18:17:58.388991
18192400,0,2018-01-12 18:19:24.295597
18192401,0,2018-01-12 18:19:24.766126
18182800,101,2018-01-12 18:18:38.195446
18181000,4,2018-01-12 18:18:10.471314
18173200,1,2018-01-12 18:17:32.698351
18172900,28,2018-01-12 18:17:32.698351
18173201,0,2018-01-12 18:17:32.75256
18173202,0,2018-01-12 18:17:33.051464
18173800,0,2018-01-12 18:17:38.569419
18181001,0,2018-01-12 18:18:10.57948
18192402,0,2018-01-12 18:19:24.870743
18190000,8,2018-01-12 18:19:01.20182
18185600,44,2018-01-12 18:19:01.20182
18190101,0,2018-01-12 18:19:01.24289
18190100,0,2018-01-12 18:19:01.24289
18190102,0,2018-01-12 18:19:02.044312
18190200,0,2018-01-12 18:19:02.249882
18190201,0,2018-01-12 18:19:02.34182
18190202,0,2018-01-12 18:19:02.427776
18190300,0,2018-01-12 18:19:03.194923
18190401,0,2018-01-12 18:19:04.135314
18190400,0,2018-01-12 18:19:04.135314
18190301,0,2018-01-12 18:19:04.135314
18190402,0,2018-01-12 18:19:04.738006
18190403,0,2018-01-12 18:19:05.010229
18182200,67,2018-01-12 18:18:29.654405
18190500,0,2018-01-12 18:19:05.380143
18190700,0,2018-01-12 18:19:07.780469
18190800,0,2018-01-12 18:19:08.393116
18185300,16,2018-01-12 18:18:57.83805
18190801,0,2018-01-12 18:19:08.826358
18192404,0,2018-01-12 18:19:25.092812
18192403,0,2018-01-12 18:19:25.092812
18190802,0,2018-01-12 18:19:08.99881
18190803,0,2018-01-12 18:19:09.058632
18190901,0,2018-01-12 18:19:09.147919
18192500,0,2018-01-12 18:19:25.594506
18190900,0,2018-01-12 18:19:09.147919
18185100,20,2018-01-12 18:18:58.024892
18190902,0,2018-01-12 18:19:09.747314
18191000,0,2018-01-12 18:19:10.398625
18191001,0,2018-01-12 18:19:10.538062
18191002,0,2018-01-12 18:19:10.766513
18192502,0,2018-01-12 18:19:25.71877
18192501,0,2018-01-12 18:19:25.71877
18192503,0,2018-01-12 18:19:25.816593
18192504,0,2018-01-12 18:19:25.937859
18192600,0,2018-01-12 18:19:27.007423
18192700,0,2018-01-12 18:19:27.192396
18192701,0,2018-01-12 18:19:27.295453
18192702,0,2018-01-12 18:19:27.596331
18192703,0,2018-01-12 18:19:27.689557
18192800,0,2018-01-12 18:19:28.716412
18192801,0,2018-01-12 18:19:28.782329
18192900,0,2018-01-12 18:19:29.179841
18192901,0,2018-01-12 18:19:30.018134
18193000,0,2018-01-12 18:19:30.513385
18193001,0,2018-01-12 18:19:30.799485
18193100,0,2018-01-12 18:19:31.198299
18193200,0,2018-01-12 18:19:32.581703
18193201,0,2018-01-12 18:19:32.970623
18193202,0,2018-01-12 18:19:33.123853
18193400,0,2018-01-12 18:19:34.402111
18193401,0,2018-01-12 18:19:34.711
18193403,0,2018-01-12 18:19:35.204622
18193402,0,2018-01-12 18:19:35.204622
18193500,0,2018-01-12 18:19:35.520021
18193600,0,2018-01-12 18:19:36.405417
18193700,0,2018-01-12 18:19:37.791661
18193701,0,2018-01-12 18:19:37.997557
18193800,0,2018-01-12 18:19:38.294853
18193801,0,2018-01-12 18:19:38.709156
18194000,0,2018-01-12 18:19:40.597104
18194100,0,2018-01-12 18:19:42.104408
18194400,0,2018-01-12 18:19:44.598883
18194401,0,2018-01-12 18:19:44.76823
18194402,0,2018-01-12 18:19:45.107517
18194600,0,2018-01-12 18:19:46.678682
18194602,0,2018-01-12 18:19:46.855633
18194601,0,2018-01-12 18:19:46.855633
18194800,0,2018-01-12 18:19:48.669501
18194900,0,2018-01-12 18:19:49.670635
18194901,0,2018-01-12 18:19:49.912941
18195000,0,2018-01-12 18:19:50.275131
18195100,0,2018-01-12 18:19:51.482471
18195300,0,2018-01-12 18:19:53.433859
18195302,0,2018-01-12 18:19:53.556411
18195301,0,2018-01-12 18:19:53.556411
18195304,0,2018-01-12 18:19:53.68526
18195303,0,2018-01-12 18:19:53.68526
18195400,0,2018-01-12 18:19:54.656836
18195401,0,2018-01-12 18:19:54.785645
18195600,0,2018-01-12 18:19:56.099136
18195601,0,2018-01-12 18:19:56.477854
18195602,0,2018-01-12 18:19:56.999412
18195700,0,2018-01-12 18:19:57.338839
18195701,0,2018-01-12 18:19:57.463368
18195800,0,2018-01-12 18:19:58.188343
18195900,0,2018-01-12 18:19:59.358764
18200000,0,2018-01-12 18:20:00.887629
18200001,0,2018-01-12 18:20:01.000927
18200200,0,2018-01-12 18:20:02.307385
18200202,0,2018-01-12 18:20:02.483706
18200201,0,2018-01-12 18:20:02.483706
18200500,0,2018-01-12 18:20:05.982882
18200600,0,2018-01-12 18:20:06.788348
18200900,0,2018-01-12 18:20:09.196224
18200901,0,2018-01-12 18:20:09.321729
18201000,0,2018-01-12 18:20:10.580128
18201200,0,2018-01-12 18:20:12.205761
18201201,0,2018-01-12 18:20:12.682062
18201300,0,2018-01-12 18:20:13.935136
18201500,0,2018-01-12 18:20:15.547422
18201600,0,2018-01-12 18:20:16.124321
18201601,0,2018-01-12 18:20:16.792038
18201700,0,2018-01-12 18:20:17.328655
18201701,0,2018-01-12 18:20:17.431292
18201703,0,2018-01-12 18:20:17.626755
18201702,0,2018-01-12 18:20:17.626755
18201704,0,2018-01-12 18:20:17.924932
18201800,0,2018-01-12 18:20:18.160927
18201801,0,2018-01-12 18:20:19.03137
18201900,0,2018-01-12 18:20:19.611791
18201901,0,2018-01-12 18:20:19.905057
18201902,0,2018-01-12 18:20:19.993422
18202000,0,2018-01-12 18:20:20.364487
18202001,0,2018-01-12 18:20:20.98511
